project_id	title	org	act_code	short	long	recipient
67016589	ENTWICKLUNG EINES SOZIALEN  KRANKENVERSICHERUNGSSYSTEMS	Germany	12110.01	DEV OF HEALTH SERVICES		Indonesia

67016589	ENTWICKLUNG EINES SOZIALEN  KRANKENVERSICHERUNGSSYSTEMS	Germany	16010.01	DEV OF HEALTH SERVICES		Indonesia

66997293	SMALL PROJECTS	Germany	25010.08	SMALL PROJECTS		Benin

67049136	FOREIGN CULTURAL RELATIONS	Germany	16010.07	FOREIGN CULTURAL RELATIONS	FOREIGN CULTURAL RELATIONS	Rwanda

66995153	Coordination of the international development cooperation	Germany	15110.01	ECONOMIC AND DEVELOPMENT POLICY/PLANNING	Koordinierung der internationalen Entwicklungszusammenarbeit	Ecuador

66995153	Coordination of the international development cooperation	Germany	15110.05	ECONOMIC AND DEVELOPMENT POLICY/PLANNING	Koordinierung der internationalen Entwicklungszusammenarbeit	Ecuador

66992306	ENTWICKLUNGSHILFEMASSNAHMEN DER BUNDESLAENDER	Germany	15120.01	FED. STATES CONTRIB.:PUBLIC FINANCE		China

67390849		Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Congo, Democratic Republic of

67391703	Forestry education/training	Germany	31281.01	FORESTRY EDUCATION/TRAINING	Forestry education/training	Cambodia

67452096	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Tanzania

67416412	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Kyrgyz Republic

67416685	Sector Dialogue and Donor Harmonisation on Decentralization and Local Governance	Germany	15140.03	GOVERNMENT ADMINISTRATION	Sektordialog und Geberharmonisierung Dezentralisierung und Local Governance	Zimbabwe

67416685	Sector Dialogue and Donor Harmonisation on Decentralization and Local Governance	Germany	15140.01	GOVERNMENT ADMINISTRATION	Sektordialog und Geberharmonisierung Dezentralisierung und Local Governance	Zimbabwe

67417114	ENTWICKLUNGSHILFEMASSNAHMEN DER BUNDESLAENDER	Germany	16030.01	FED. STATES CONTRIB.: HOUSING		Namibia

67417114	ENTWICKLUNGSHILFEMASSNAHMEN DER BUNDESLAENDER	Germany	51010.05	FED. STATES CONTRIB.: HOUSING		Namibia

67418787		Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Namibia

67429474	Managing the Global Genetic Resources	Germany	31182.01	AGRICULTURAL RESEARCH	Managing the Global Genetic Resources	Kenya

67429474	Managing the Global Genetic Resources	Germany	31182.02	AGRICULTURAL RESEARCH	Managing the Global Genetic Resources	Kenya

67429900	humanitarian aid	Germany	72010.01	HUMANITARIAN AID	humanitarian aid	Palestinian Adm. Areas

67430095	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Namibia

67751010		Germany	43040.01	RURAL DEVELOPMENT		Bangladesh

67754232	work in programmes, Goethe Institute	Germany	16020.05	WORK IN PROGRAMMES, GOETHE INSTITUTE	work in programmes, Goethe Institute	Uruguay

67824785	Public Relations Work for Development Projects	Germany	15150.01	STRENGTHENING CIVIL SOCIETY	Public Relations Work for Development Projects	

67824785	Public Relations Work for Development Projects	Germany	15110.05	STRENGTHENING CIVIL SOCIETY	Public Relations Work for Development Projects	

67811210	Capacity building and advocacy for sustainable development and community transformation	Germany	15110.05	CAPACITY BUILDING AND ADVOCACY FOR SUSTAINABLE DEVELOPMENT AND COMMUNITY TRANSFORMATION	Qualifizierung der kirchlichen Entwicklungsarbeit und Advocacy für nachhaltige Entwicklung in Nigeria	Nigeria

67811210	Capacity building and advocacy for sustainable development and community transformation	Germany	16010.07	CAPACITY BUILDING AND ADVOCACY FOR SUSTAINABLE DEVELOPMENT AND COMMUNITY TRANSFORMATION	Qualifizierung der kirchlichen Entwicklungsarbeit und Advocacy für nachhaltige Entwicklung in Nigeria	Nigeria

67855691	DEVELOPMENT AID VOLUNTEER	Germany	99810.01	DEVELOPMENT AID VOLUNTEER		Zambia

67836412	EMERGENCY/DISTRESS RELIEF	Germany	72010.01	EMERGENCY/DISTRESS RELIEF		Palestinian Adm. Areas

68056392		Germany	72040.01	EMERGENCY FOOD AID		Congo, Democratic Republic of

68058762	Supporting administration reform and human ressources management	Germany	15140.04	SUPPORTING ADMINISTRATION REFORM AND HUMAN RESSOURCES MANAGEMENT	Supporting administration reform and human ressources management	China

68031192	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Senegal

68040653	humanitarian aid	Germany	72010.01	HUMANITARIAN AID	humanitarian aid	Kenya

68077790	Strengthening civil society	Germany	15150.01	STRENGTHENING CIVIL SOCIETY	Stärkung der Zivilgesellschaft	Brazil

68083707	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Morocco

68014069	Strengthening civil society	Germany	15150.01	STRENGTHENING CIVIL SOCIETY	Strengthening civil society	Palestinian Adm. Areas

68067280	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		

68050406	Capacity Building for Integrated Coastal Zone Management in the Tsunami-affected Region of Nanggroe Aceh Darussalam, Indonesia	Germany	74010.03	CAPACITY BUILDING FOR INTEGRATED COASTAL ZONE MANAGEMENT IN THE TSUNAMI-AFFECTED REGION OF NANGGROE ACEH DARUSSALAM, INDONESIA	Capacity Building für integriertes Küstenzonenmanagement in der Tsunamiregion Nanggroe Aceh Darussalam, Indonesien	Indonesia

68132679	DEVELOPMENT AID VOLUNTEER	Germany	99810.01	DEVELOPMENT AID VOLUNTEER		Togo

68134237	DEVELOPMENT AID VOLUNTEER	Germany	99810.01	DEVELOPMENT AID VOLUNTEER		Rwanda

68086700	Agricultural development	Germany	31120.01	AGRICULTURAL DEVELOPMENT	Landwirtschaftsentwicklung	Kenya

68097679	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Somalia

68097679	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Somalia

68098027	HUMAN RIGHTS:  CIVILIAN PEACE BUILDING	Germany	15150.07	HUMAN RIGHTS: CIVILIAN PEACE BUILDING		Chad

68098027	HUMAN RIGHTS:  CIVILIAN PEACE BUILDING	Germany	15220.01	HUMAN RIGHTS: CIVILIAN PEACE BUILDING		Chad

68102079	FOREIGN CULTURAL RELATIONS	Germany	16010.07	FOREIGN CULTURAL RELATIONS	FOREIGN CULTURAL RELATIONS	Costa Rica

68106046	HUMAN RIGHTS:  CIVILIAN PEACE BUILDING	Germany	15150.07	HUMAN RIGHTS: CIVILIAN PEACE BUILDING		Guatemala

68106046	HUMAN RIGHTS:  CIVILIAN PEACE BUILDING	Germany	15220.01	HUMAN RIGHTS: CIVILIAN PEACE BUILDING		Guatemala

68112972	Development Policy Forum 2006	Germany	15110.01	DEVELOPMENT POLICY FORUM 2006	Development Policy Forum 2006	Ethiopia

68644454	help in need for victims of earthquake	Germany	72030.01	EMERGENCY/DISTRESS RELIEF	reconstruction of simple emergency accommodation, storage capacities for clean drinking water	Pakistan

68644454	help in need for victims of earthquake	Germany	72010.01	EMERGENCY/DISTRESS RELIEF	reconstruction of simple emergency accommodation, storage capacities for clean drinking water	Pakistan

68620450	FURTHER SKILLS MEASURES IN THE SCOPE OF THE STABILITY PACT	Germany	99810.01	FURTHER SKILLS MEASURES IN THE SCOPE OF THE STABILITY PACT		Serbia

66525506	Photo exposition	Germany	16010.07	STRENGTHENING CIVIL SOCIETY	Educational Photo Exposition to strengthen Afghanistan s national identity	Afghanistan

66535928	DEVELOPMENT OF CONTROLLING FISHERY INDUSTRY	Germany	31310.01	DEVELOPMENT OF CONTROLLING FISHERY INDUSTRY		Mauritania

66674458	Social Cohesion in Latin America	Germany	16010.06	PUBLIC SECTOR FINANCIAL MANAGEMENT	Social Cohesion in Latin America	

66674458	Social Cohesion in Latin America	Germany	15120.02	PUBLIC SECTOR FINANCIAL MANAGEMENT	Social Cohesion in Latin America	

66674653	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		

66674653	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		

66767887	Strengthening civil society	Germany	15150.01	STRENGTHENING CIVIL SOCIETY	Strengthening civil society	Chad

66769522	Fortification of support groups in the district of Chitradurga / India	Germany	99810.01	FORTIFICATION OF SUPPORT GROUPS IN THE DISTRICT OF CHITRADURGA / INDIA	Fortification of support groups in the district of Chitradurga / India	India

66771501	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Lesotho

66776397	ENTWICKLUNG EINES NATIONALEN KIRCHLICHEN SOZIALEN DIENSTES DER GEFANGENENBETREUUNG	Germany	15130.01	LEGAL AN JUDICIAL DEVELOPMENT		Brazil

66776397	ENTWICKLUNG EINES NATIONALEN KIRCHLICHEN SOZIALEN DIENSTES DER GEFANGENENBETREUUNG	Germany	15130.06	LEGAL AN JUDICIAL DEVELOPMENT		Brazil

66612610		Germany	31110.01	AGRICULTURAL POLICY AND ADMIN. MGMT		Peru

66612610		Germany	31110.02	AGRICULTURAL POLICY AND ADMIN. MGMT		Peru

66735917	Promoting Independant Media 2007	Germany	15150.08	FREE FLOW OF INFORMATION	Promoting Independant Media 2007	Laos

66737313	Promoting Independent Media in Subsahara Africa, Asia, and the Middle East	Germany	15150.08	FREE FLOW OF INFORMATION	Promoting Independent Media in Subsahara Africa, Asia, and the Middle East	Albania

66729103	STABILITY PACT FOR SOUTH EASTERN EUROPE	Germany	15220.01	STABILITY PACT FOR SOUTH EASTERN EUROPE		Macedonia, FYR

66731673	EMERGENCY FOOD AID	Germany	72040.01	EMERGENCY FOOD AID		Mali

67192527	HUMANITAERES MINENRAEUMEN	Germany	15250.01	LAND MINE CLEARANCE		Cambodia

67199021	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Kenya

67199021	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Kenya

67187474	Statistical Information Systems for Sustainable Development	Germany	51010.05	STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT	Statistical Information Systems for Sustainable Development	Zimbabwe

67187474	Statistical Information Systems for Sustainable Development	Germany	16010.08	STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT	Statistical Information Systems for Sustainable Development	Zimbabwe

67188290		Germany	72040.01	EMERGENCY FOOD AID		Burundi

67247371	DARFUR MISSION	Germany	15205.01	DARFUR MISSION		Sudan

67208520	RECONSTRUCTION OF BAGH-E-BABUR IN KABUL	Germany	16010.11	RESTORATION OF HERAT`S OLD TOWN		Afghanistan

67214584	EU Integration of South Eastern Europe	Germany	15110.01	EU INTEGRATION OF SOUTH EASTERN EUROPE	EU-Integration Südosteuropa	Bosnia-Herzegovina

67272978		Germany	72010.01	HUMANITARIAN AID		India

67276439	KLEINSTMASSNAHMEN AB 1987	Germany	16010.02	SOCIAL SERVICES SMALL PROJECTS		India

67276439	KLEINSTMASSNAHMEN AB 1987	Germany	16010.01	SOCIAL SERVICES SMALL PROJECTS		India

67279512	Promoting Independant Media 2007	Germany	15150.08	FREE FLOW OF INFORMATION	Promoting Independant Media 2007	Uganda

67262366	Regular German contribution to the World Food Programme in 2035	Germany	72040.01	REGULAR GERMAN CONTRIBUTION TO THE WORLD FOOD PROGRAMME IN 2035	Regular German contribution to the World Food Programme in 2035	Guinea

67304561	Alumni Programme	Germany	11105.01	ALUMNI PROGRAMME	Alumni Programme	

66574968		Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Nigeria

66576724	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Ghana

66580773	FED. STATES CONTRIBUTIONS	Germany	21005.01	FED. STATES CONTRIBUTIONS		Slovenia

66584194	DEVELOPMENT WORKER	Germany	51010.05	DEVELOPMENT EXPERT		Lesotho

66638668	EU Integration of South Eastern Europe	Germany	15110.01	EU INTEGRATION OF SOUTH EASTERN EUROPE	EU-Integration Südosteuropa	Croatia

66647890	SMALL PROJECTS	Germany	25010.08	SMALL PROJECTS		Azerbaijan

66656880		Germany	31181.01	AGRICULTURAL EDUCATION/TRAINING		Tanzania

66634546	FEDERAL STATES CONTRIBUTIONS	Germany	51010.05	FEDERAL STATES CONTRIBUTIONS		

66634546	FEDERAL STATES CONTRIBUTIONS	Germany	51010.02	FEDERAL STATES CONTRIBUTIONS		

66627201	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Nepal

66600295	DEVELOPMENT AID VOLUNTEER	Germany	99810.01	DEVELOPMENT AID VOLUNTEER		Mongolia

66627980	FED. STATES CONTRIBUTIONS	Germany	21005.01	FED. STATES CONTRIBUTIONS		Bangladesh

66567381	DEZ. VERW./E-GOV.	Germany	22040.01	GOVERNMENT ADMINISTRATION		Ethiopia

66567381	DEZ. VERW./E-GOV.	Germany	15140.02	GOVERNMENT ADMINISTRATION		Ethiopia

66567381	DEZ. VERW./E-GOV.	Germany	15140.01	GOVERNMENT ADMINISTRATION		Ethiopia

66512781	Development Policy Forum 2007	Germany	15110.01	ECONOMIC AND DEVELOPMENT POLICY/PLANNING	Development Policy Forum 2007	Congo, Democratic Republic of

66512781	Development Policy Forum 2007	Germany	15110.03	ECONOMIC AND DEVELOPMENT POLICY/PLANNING	Development Policy Forum 2007	Congo, Democratic Republic of

66463865	Humanitarian Aid to Flash Flood affected population	Germany	72010.01	EMERGENCY/DISTRESS RELIEF	Humanitarian Aid to Flash Flood affected population	Pakistan

66481928		Germany	72040.01	EMERGENCY FOOD AID		Honduras

66597034	ENTWICKLUNGSHILFEMASSNAHMEN DER BUNDESLAENDER	Germany	42010.01	FED. STATES CONTRIB.: WID		Croatia

66956840	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Ukraine

66958549	Statistical Information Systems for Sustainable Development in Sub-Sahara Africa	Germany	16010.08	STATISTICAL CAPACITY BUILDING	Statistical Information Systems for Sustainable Development in Sub-Sahara Africa	Malawi

66959328	AP 2015 Community Development in Kyela District/ ACT-DSH	Germany	15150.02	AP 2015 COMMUNITY DEVELOPMENT IN KYELA DISTRICT/ ACT-DSH	AP 2015 Community Development in Kyela District/ ACT-DSH	Tanzania

66960960	VERSCH.HUMAN.HILFSMASSNAHMEN	Germany	72010.01	EMERGENCY/DISTRESS RELIEF		Tajikistan

66936445	Equity Investment	Germany	99810.01	EQUITY INVESTMENT	Equity Investment	

66936679		Germany	31181.01	AGRICULTURAL EDUCATION/TRAINING		Nicaragua

66932788		Germany	16010.01	SOCIAL/WELFARE SERVICES		Peru

66919181	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Congo, Democratic Republic of

66919181	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Congo, Democratic Republic of

67476135	humanitarian aid	Germany	72010.01	HUMANITARIAN AID	humanitarian aid	Sudan

67476833	Village Development Projects in the District of Kayes, Mali	Germany	31181.01	AGRICULTURAL EDUCATION/TRAINING	Dorfentwicklungsprojekte im Kreis Kayes, Mali	Mali

67476833	Village Development Projects in the District of Kayes, Mali	Germany	43040.05	AGRICULTURAL EDUCATION/TRAINING	Dorfentwicklungsprojekte im Kreis Kayes, Mali	Mali

67479202		Germany	31181.01	BMZ TC: AGRI EDUCATION		China

67486981	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Ethiopia

67452912	TRANSNET - Transboundary Management of Natural Resources in SADC Region	Germany	41010.01	TRANSNET - TRANSBOUNDARY MANAGEMENT OF NATURAL RESOURCES IN SADC REGION	TRANSNET - Transboundary Management of Natural Resources in the SADC Region	Nigeria

67452912	TRANSNET - Transboundary Management of Natural Resources in SADC Region	Germany	41010.02	TRANSNET - TRANSBOUNDARY MANAGEMENT OF NATURAL RESOURCES IN SADC REGION	TRANSNET - Transboundary Management of Natural Resources in the SADC Region	Nigeria

67457731	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Brazil

67457731	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Brazil

67455012	FEDERAL STATES CONTRIBUTIONS	Germany	51010.05	FEDERAL STATES CONTRIBUTIONS		

67455012	FEDERAL STATES CONTRIBUTIONS	Germany	51010.02	FEDERAL STATES CONTRIBUTIONS		

67460028	STABILITY PACT FOR SOUTH EASTERN EUROPE	Germany	15220.01	STABILITY PACT FOR SOUTH EASTERN EUROPE		Bosnia-Herzegovina

66588668	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		India

66588668	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		India

66592170	VERSCH.HUMAN.HILFSMASSNAHMEN	Germany	72010.01	EMERGENCY/DISTRESS RELIEF		Uganda

66593181	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Serbia

66595399		Germany	72010.01	EMERGENCY/DISTRESS RELIEF		Cuba

66549064		Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Cameroon

66615255	DEVELOPMENT AID VOLUNTEER	Germany	99810.01	DEVELOPMENT AID VOLUNTEER		Laos

66705453	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Cambodia

66705453	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Cambodia

66709539	FEDERAL STATES CONTRIBUTIONS	Germany	51010.05	FEDERAL STATES CONTRIBUTIONS		Rwanda

66709539	FEDERAL STATES CONTRIBUTIONS	Germany	51010.02	FEDERAL STATES CONTRIBUTIONS		Rwanda

66715025	DEVELOPMENT AID VOLUNTEER	Germany	99810.01	DEVELOPMENT AID VOLUNTEER		Togo

66702692	KATASTROPHENHILFE	Germany	72010.01	DISASTERS HELP		Malawi

66801739	humanitarian aid	Germany	72010.01	HUMANITARIAN AID	humanitarian aid	Chad

66833590	Promoting Independent Media in Subsahara Africa, Asia, and the Middle East	Germany	15150.08	PROMOTING INDEPENDENT MEDIA IN SUBSAHARA AFRICA, ASIA, AND THE MIDDLE EAST	Sektorprogramm Medienförderung	Malawi

66816443	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Cuba

66816443	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Cuba

66821655	InWEnt Regional Offices	Germany	92020.01	INWENT REGIONAL OFFICES	InWEnt Auslandsbüros 2008 - 2011	Costa Rica

66819905	Rural Development and Resource Mangement in Andes countries	Germany	43040.03	STRENGTHENING CIVIL SOCIETY	Rural Development and Resource Mangement in Andes countries	Bolivia

66819905	Rural Development and Resource Mangement in Andes countries	Germany	15150.01	STRENGTHENING CIVIL SOCIETY	Rural Development and Resource Mangement in Andes countries	Bolivia

66841134	OK BEKAEMPFUNGSBEHOERDEN	Germany	15130.03	LEGAL AND JUDICIAL DEVELOPMENT		Tajikistan

66796911	TRANSNET - Transboundary Management of Natural Resources in SADC Region	Germany	41010.01	TRANSNET - TRANSBOUNDARY MANAGEMENT OF NATURAL RESOURCES IN SADC REGION	TRANSNET - Transboundary Management of Natural Resources in the SADC Region	Gabon

66796911	TRANSNET - Transboundary Management of Natural Resources in SADC Region	Germany	41010.02	TRANSNET - TRANSBOUNDARY MANAGEMENT OF NATURAL RESOURCES IN SADC REGION	TRANSNET - Transboundary Management of Natural Resources in the SADC Region	Gabon

66791931	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Oman

66791931	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Oman

66799760	preparatory activities for new projects	Germany	91010.01	PREPARATORY ACTIVITIES FOR NEW PROJECTS	preparatory activities for new projects	Panama

67107604	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Costa Rica

67107604	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Costa Rica

67110512	Statistical Information Systems for Sustainable Development	Germany	51010.05	STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT	Statistical Information Systems for Sustainable Development	Panama
